Compound ID;InChIKey;SMILES;logS;logP;MW
C5658;PLMWNIIKHJBQEG-KSMVGCCESA-N;[O-][N+](=O)c1ccc(s1)/C=C/c1scc(n1)CN1CCOCC1.Cl;-2,942;4,38;373,88
C5659;GHZZEIOJZKXANQ-UHFFFAOYSA-N;CN(CCN(c1ccccn1)Cc1ccsc1Br)C.Cl;-2,94;4,28;376,74
C735;DOIBQIDXMYSSJY-XEZLXBQYSA-N;COC1=C[C@H]2[C@H](C(=C1)O)C(=O)[C@H]1[C@H](O2)C=CC(=C1)O;-2,94;1,55;262,26
C736;XMUJIPOFTAHSOK-LLVKDONJSA-N;CCCCCCCCC[C@H](O)C;-2,94;3,51;172,31
C5660;UOTMYNBWXDUBNX-UHFFFAOYSA-N;COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC.Cl;-2,939;4,66;375,85
C5661;OFZCIYFFPZCNJE-UHFFFAOYSA-N;CCCC(COC(=O)N)(COC(=O)NC(C)C)C;-2,938;3,11;260,33
C5662;XGMDBMXEIAXDGE-UHFFFAOYSA-N;CN1CCc2c(C1)cccc2NC(=O)c1ccccc1;-2,938;2,94;266,34
C5663;XPJVKCRENWUEJH-UHFFFAOYSA-N;CC(COC(=O)c1ccc(cc1)O)C;-2,938;2,21;194,23
C5664;JAOYNCHGTPCSOJ-UHFFFAOYSA-N;C=CCOc1ccccc1C(=O)NCC;-2,937;2,39;205,25
C5665;VRYMTAVOXVTQEF-UHFFFAOYSA-N;CN(CCOc1cc(C)c(cc1C(C)C)OC(=O)C)C;-2,937;2,98;279,38
C5666;HKSKSPMTGBSDOR-UHFFFAOYSA-N;COc1ccc(cc1)CC(c1ccc(cc1)OC)N;-2,936;3,65;257,33
C5667;XCFIZMVCZBZSST-JXMYBXCISA-N;O=C(Cc1ccc(cc1)C)OC1C[C@@H]2CC[C@H](C1)N2C.Cl;-2,936;3,45;309,83
C5668;CCGBNUKHCLUUFX-UHFFFAOYSA-N;O=c1occ([nH]1)c1ccc2c(c1)cccc2;-2,935;2,79;211,22
C5669;WGSVFWFSJDAYBM-BQYQJAHWSA-N;C/C(=C\c1ccccc1)/[N+](=O)[O-];-2,933;2,85;163,17
C5670;LDQABYIPLUEXCO-UHFFFAOYSA-N;NCC(c1ccc2c(c1)ccc1c2cccc1)O.Cl;-2,933;4,49;273,76
C5671;OZWKMVRBQXNZKK-UHFFFAOYSA-N;OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1;-2,933;2,29;255,27
C5672;NIVZHWNOUVJHKV-UHFFFAOYSA-N;CN/C(=N\C)/NCc1ccccc1;-2,931;1,76;177,25
C5673;BRZANEXCSZCZCI-UHFFFAOYSA-N;O=C(c1cccnc1)Nc1c(=O)n(n(c1C)C)c1ccccc1;-2,93;2,2;308,34
C5674;XXPANQJNYNUNES-UHFFFAOYSA-N;CN1CC(c2ccccc2)c2c(C1)c(N)ccc2;-2,93;3,37;238,33
C5675;NUMYTLIHYKESKM-UHFFFAOYSA-N;N#CSCc1ccc(cc1)[N+](=O)[O-];-2,93;2,83;194,21
C5676;SQXZSACAVWZLES-UHFFFAOYSA-N;CNC(c1ccccc1)Cc1ccccc1.Cl;-2,93;4,38;247,76
C737;OWNAXTAAAQTBSP-UHFFFAOYSA-N;O=C(NC(C)(C)C)Oc1cccc(c1)NC(=O)N(C)C;-2,93;3,13;279,34
C738;XOXYHGOIRWABTC-UHFFFAOYSA-N;COc1cc(O)c2c(c1)oc1c(c2=O)cc(cc1)O;-2,93;2,37;258,23
C739;RDHHZPRHIKNBBI-OLQVQODUSA-N;O=C1NC(=O)[C@@H]2[C@H]1C=CC=C2;-2,93;0,33;149,15
C740;DDUIUBPJPOKOMV-UHFFFAOYSA-N;COCCCNc1nc(SC)nc(n1)NC(C)C;-2,93;2,01;271,38
C5677;LGHXOLFTXCZWDE-UHFFFAOYSA-N;CC(NC12CC3CC(C2)CC(C1)C3)C.Cl;-2,926;4,15;229,79
C5678;PWFIXEFPEFAERD-UHFFFAOYSA-N;COC(=O)NC1CCCc2c(C1)c(O)c(c(c2)OC)OC;-2,926;2,4;295,33
C5679;IBUZZCYYOXZDPV-UHFFFAOYSA-N;OC(CN1CCN(CC1)c1ccc(c(c1)C)C)COc1cc(O)ccc1C(=O)C.Cl.Cl;-2,925;4,38;471,42
C5680;WGROOPOBLKUOMN-GQCTYLIASA-N;[O-][N+](=O)c1ccc(o1)/C=C/C(=O)OCC;-2,924;2,29;211,17
C5681;FPPNZSSZRUTDAP-UWFZAAFLSA-N;O=C(C(c1ccccc1)C(=O)O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C;-2,923;0,82;378,4
C5682;PICQEJDBZKDWOD-UHFFFAOYSA-N;OC(=O)C(NS(=O)(=O)c1ccccc1)Cc1ccccc1;-2,923;3,13;305,35
C5683;BFUUJUGQJUTPAF-UHFFFAOYSA-N;CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC.Cl;-2,92;3,94;330,85
C741;NAYYNDKKHOIIOD-UHFFFAOYSA-N;NC(=O)c1ccccc1C(=O)N;-2,92;1,29;164,16
C742;YBQZXXMEJHZYMB-UHFFFAOYSA-N;c1ccc(cc1)NNc1ccccc1;-2,92;3,27;184,24
C743;ZFMSMUAANRJZFM-UHFFFAOYSA-N;COc1ccc(cc1)CC=C;-2,92;2,42;148,2
C744;BOKGTLAJQHTOKE-UHFFFAOYSA-N;Oc1cccc2c1cccc2O;-2,92;2,25;160,17
C745;JEYCTXHKTXCGPB-UHFFFAOYSA-N;Cc1nc2ccccc2c(=O)n1c1ccccc1C;-2,92;3;250,3
C746;CZGCEKJOLUNIFY-UHFFFAOYSA-N;Clc1ccc(cc1)[N+](=O)[O-];-2,92;2,77;157,55
C5684;YDQJFPLRVSPPGE-UHFFFAOYSA-N;CCCCCC(=O)c1ccc(cc1)N;-2,919;3,61;191,27
C5685;LJWZOKOFCBPNAG-HULHSAFCSA-N;C/C=C\C(=O)O[C@@H]1C[C@@H]2[C@]3([C@@]1(C)[C@@]1(C)CC(=O)C(=C[C@H]1O2)C)CO3;-2,919;2,35;332,39
C5686;RWGUGNHDBXRLSD-UHFFFAOYSA-N;CCOC(=O)c1cc(=O)c2c(o1)ccc(c2)[N+](=O)[O-];-2,919;2,4;263,2
C5687;IKVPZYAOGOJTLK-UHFFFAOYSA-N;O=C1NC(=O)NC(=O)C1(c1ccccc1)c1ccccc1;-2,918;2;280,28
C5688;CZSWOHZGKULBMJ-UHFFFAOYSA-N;Cc1cc(OCCCCNCCSS(=O)(=O)O)nc2c1cccc2;-2,917;4,3;370,49
C5689;KJMZMWZZTSTURU-UHFFFAOYSA-L;C[N+]1(CCC[N+]2(C)CCCC2)CCCC1.[I-].[I-];-2,917;-4,22;466,18
C5690;MZMHSWCIXSDEPD-UHFFFAOYSA-N;CCN(c1c(C)n(CC)c(=O)n(c1=O)c1ccccc1)CC;-2,916;2,17;301,38
C5691;PKVHOAMFMQZDHR-UHFFFAOYSA-N;CCC(c1ccc(cc1)Cl)(CO)CO;-2,915;1,97;214,69
C5692;XLHIYUYCSMZCCC-VMPITWQZSA-N;COc1ccc(cc1)/C=C/c1cc(OC)cc(=O)o1;-2,914;2,83;258,27
C5693;XMGWVESVLPTSKA-UHFFFAOYSA-N;COC(=O)c1c(C)ccc(c1OCC(CN1CCOCC1)O)C(C)C;-2,914;1,91;351,44
C5694;AFGWGIRVJYUUMY-UHFFFAOYSA-N;CCNc1nc(OCC)nc(n1)C;-2,914;1,08;182,22
C5695;KMUNXDCQPABTSC-UHFFFAOYSA-N;CCNc1nc(CC)nc(n1)OC;-2,914;0,95;182,22
C5696;LNIMUDTVDWATDY-UHFFFAOYSA-N;Clc1cccc(c1)N1CCN(CC1)CC1CN=C(O1)N;-2,912;1,31;294,78
C5697;IZRPKIZLIFYYKR-UHFFFAOYSA-N;CN(CCOc1ccccc1Cc1ccccc1)C;-2,912;3,22;255,36
C5698;YEOTYALSMRNXLJ-UHFFFAOYSA-N;COC(C(=O)N1CCN(CC1)c1nc(N)c2c(n1)cc(c(c2)OC)OC)C;-2,91;1,5;375,42
C5699;HJCIGAUHTJBHBQ-UHFFFAOYSA-N;Clc1ccc2c(c1)nc(o2)C;-2,91;2,79;167,59
C747;NHUHCSRWZMLRLA-UHFFFAOYSA-N;Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C;-2,91;3,41;267,3
C5700;NIBFSSALYRLHPY-UHFFFAOYSA-N;Ic1ncnc2c1[nH]cn2;-2,909;0,96;246,01
C5701;LTHJBDQSFIGMAZ-UHFFFAOYSA-N;[NH3+]C12CCC(CC1)(CC2)c1ccccc1.[Cl-];-2,909;-0,72;237,77
C5702;FQGSDDOBFKGGOF-UHFFFAOYSA-N;SCCNCCCCCOc1nccc(c1)C.Cl;-2,908;3,65;290,85
C5703;NSJXKAZYJJSKSI-UHFFFAOYSA-N;SCCNCCCCCOc1ccc(cn1)C.Cl;-2,908;3,65;290,85
C5704;PJKVFARRVXDXAD-UHFFFAOYSA-N;O=Cc1ccc2c(c1)cccc2;-2,908;2,65;156,18
C5705;HDPUHIPIPLGBTR-UHFFFAOYSA-N;CN1CCCC1c1c[nH]c2c1cc(Br)cc2;-2,908;3,64;279,18
C5706;VKERRRJLZIDHSP-UHFFFAOYSA-N;O=C1C(CCN1c1ccc(cc1)C)N1CCCC1;-2,907;2,2;244,33
C5707;USWVMPGQVYZHCA-UHFFFAOYSA-K;[O-]C(=O)C(Oc1ccc(cc1)Cl)(C)C.[O-]C(=O)C(Oc1ccc(cc1)Cl)(C)C.[Al+3].[OH-];-2,907;2,32;471,26
C5708;PQSSZNQPCOJKJV-UHFFFAOYSA-N;COc1cc(OCCCN2CSCC2)nc2c1cccc2;-2,907;2,96;304,41
C5709;IAPGOFICYOCHPX-UHFFFAOYSA-N;Oc1ccc2c(c1)c(N)c1c(n2)cccc1;-2,906;3,26;210,23
C5710;XLDRMDBMIIRYOJ-UHFFFAOYSA-N;O=c1ccc2c(c1)[nH]c1c(c2N)cccc1;-2,906;2,84;210,23
C5711;GDZRJFWQCPISHE-UHFFFAOYSA-N;Oc1cccc2c1nc1ccccc1c2N;-2,906;3,26;210,23
C5712;AKTGKEBIBGSCLD-UHFFFAOYSA-N;CCP(=O)(c1ccccc1)c1ccccc1;-2,905;3,02;230,24
C5713;ULRSRGDZNASHQP-UHFFFAOYSA-N;Cc1ccc2c(c1)c(nc(=O)[nH]2)c1ccccc1;-2,905;2,9;236,27
C5714;PCHPORCSPXIHLZ-UHFFFAOYSA-N;CN(CCOC(c1ccccc1)c1ccccc1)C.Cl;-2,905;4,16;291,82
C5715;HKCCFWTYDQUANZ-UHFFFAOYSA-N;CC1CCCCN1CCOCCOC(=O)c1ccccc1;-2,904;2,67;291,39
C5716;YEJIOOCWBINOSK-UHFFFAOYSA-N;FCCCCCCS;-2,903;2,45;136,23
C5717;FTTMRGDSJHOGEJ-MELYUZJYSA-N;N[C@@H]1CC[C@H](c2c1cccc2)c1ccccc1.Cl;-2,902;5,11;259,77
C5718;FTTMRGDSJHOGEJ-OALZAMAHSA-N;N[C@@H]1CC[C@@H](c2c1cccc2)c1ccccc1.Cl;-2,902;5,11;259,77
C5719;IHHFWUALAIRFQB-NTMALXAHSA-N;Clc1ccc2c(c1)n(C)c(=N)o2;-2,901;2;182,61
C5720;LAAFGFCPKSXKEM-UHFFFAOYSA-N;CCCCCS(=O)CCCCC;-2,901;3,98;190,35
C5721;JHOCJIUCBUCJBK-UHFFFAOYSA-N;OCCN1CCN(CC1)CCSC(=O)N1c2ccccc2Sc2c1cccn2.Cl.Cl;-2,9;4,69;489,48
C748;KJFMBFZCATUALV-UHFFFAOYSA-N;Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)O;-2,9;3,56;318,32
C5722;BHDBEMWNWGBDBB-UHFFFAOYSA-N;CN(CCCC1(OC(=O)c2c1cccc2)c1ccccc1)C;-2,899;3,44;295,38
C5723;BDLSDHWCOJPHIE-KFUGMXNISA-N;COc1ccc2c3c1O[C@@H]1[C@@]43CC[N@@+]([C@H](C2)[C@@H]4C=C[C@@H]1O)([O-])C;-2,899;1,47;315,36
C5724;SJTMUPFIWQTRER-UHFFFAOYSA-N;N/C(=N\Cc1ccc(c(c1)C)C)/CSS(=O)(=O)O;-2,898;3,48;288,39
C5725;AWAPQLQRGOLHTD-UHFFFAOYSA-N;C1CCC2(CC1)OCCS2;-2,898;2,41;158,26
C5726;VRJLVIBIRBMQHY-ZHACJKMWSA-N;CN(C(=O)/C(=C(/c1ccccc1)\C)/C)C;-2,898;2,57;203,28
C5727;VRJLVIBIRBMQHY-KHPPLWFESA-N;CN(C(=O)/C(=C(\c1ccccc1)/C)/C)C;-2,898;2,57;203,28
C5728;IIEMWZNXXFGMCU-UHFFFAOYSA-N;CC(NCC(c1ccc(c(c1)Cl)Cl)O)C.Cl;-2,896;4,22;284,61
C5729;ILMZTINRCDWCLG-UHFFFAOYSA-N;Cc1oc2c(c1)c(O)c1c(c2OCC(C[NH2+]CC(C)C)O)occc1=O.[Cl-];-2,896;-1,48;397,85
C5730;FXCPLDHPNOXGOM-UHFFFAOYSA-N;CCCCN1CCN(C1=O)CCCC;-2,895;2,2;198,31
C5731;DVUJZAFUMNITPR-UHFFFAOYSA-N;O=C1C(CCc2c1cccc2)C[NH+]1CCCCC1.[Cl-];-2,894;0,07;279,81
C5732;WDTNZRVRIDKXCF-UHFFFAOYSA-N;OC(C[NH+]1CCC(CC1)(O)c1ccccc1)COc1ccccc1C(=O)C.[Cl-];-2,894;-0,23;405,92
C5733;GSASOFRDSIKDSN-UHFFFAOYSA-N;OC(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)O;-2,893;2,67;308,33
C5734;WPUIZWXOSDVQJU-XYPWUTKMSA-N;CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(=C)c1ccccc1;-2,892;2,81;271,35
C5735;FSVJFNAIGNNGKK-UHFFFAOYSA-N;O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1;-2,892;2,41;312,41
C5736;HBTVSGZSFGQRPQ-UHFFFAOYSA-N;CN1CCC(C1)OC(=O)Nc1c(C)cccc1C;-2,892;2,57;248,32
C5737;QHHNVIFYIZJACJ-RMKNXTFCSA-N;CCC(=O)N1C2CCC1C(=O)N(C2)C/C=C/c1ccccc1;-2,891;2,19;298,38
C749;YXZFFTJAHVMMLF-UHFFFAOYSA-N;BrCCC(C)C;-2,89;2,43;151,05
C750;BMLIZLVNXIYGCK-UHFFFAOYSA-N;CN(C(=O)Nc1ccc(cc1)Cl)C;-2,89;2,51;198,65
C751;UATJOMSPNYCXIX-UHFFFAOYSA-N;[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-];-2,89;2,98;213,11
C5738;MSDZXGWQPGEHBJ-UHFFFAOYSA-N;CN(c1c(=O)[nH]c(=O)n(c1C)C1CCCCC1)C;-2,889;1,42;251,33
C5739;XGFHLWWVVDNLGA-UHFFFAOYSA-N;CCN(C(=O)CN1C(C)(C)CCC1(C)C)CC;-2,888;2,45;240,39
C5740;MLNKXLRYCLKJSS-RMKNXTFCSA-N;O/N=C/C(=O)c1ccccc1;-2,886;1,33;149,15
C5741;DOHZIJDJOSBJFP-UHFFFAOYSA-N;CSCCC(C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-];-2,885;3,24;315,3
C5742;BSUVNHZVLSEXMX-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)C1(CO1)C(=O)N;-2,885;2,4;232,06
C5743;GASFPZMOLAWCDO-UHFFFAOYSA-N;Nc1ccc(cc1)C(=O)N(c1ncccc1C)C;-2,884;2,83;241,29
C5744;MIRHIEAGDGUXKL-UHFFFAOYSA-N;C#CCC1(CCCCC1)OC(=O)N;-2,883;2,51;181,23
C5745;VXLCNTLWWUDBSO-UHFFFAOYSA-N;CCC1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N;-2,882;3,76;325,79
C5746;RRTPMMGPNRYJFD-UHFFFAOYSA-N;COc1ccc(cc1)CCCCN1CSCC1.Cl;-2,881;3,76;287,85
C5747;FEWVYFMOKCOJNJ-UHFFFAOYSA-N;Nc1ccc(cc1)C(=O)Nc1cc(C)cc(n1)C;-2,881;3,19;241,29
C5748;FYZHOAYTFZAELD-UHFFFAOYSA-N;Nc1ccc(cc1)C(=O)Nc1ccc(c(n1)C)C;-2,881;3,19;241,29
C5749;WIIZEEPFHXAUND-UHFFFAOYSA-N;COc1cc(cc(c1OC)OC)C(=O)NCc1ccc(cc1)OCCN(C)C.Cl;-2,88;3,78;424,92
C5750;DHPRQBPJLMKORJ-XRNKAMNCSA-N;CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C;-2,88;0,98;478,88
C752;CYDMQBQPVICBEU-NRDGTNLYSA-N;CN([C@@H]1C(=C(C(=O)N)C(=O)[C@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C;-2,88;1,14;478,88
C753;WVMBPWMAQDVZCM-UHFFFAOYSA-N;CNc1ccccc1C(=O)O;-2,88;1,5;151,16
C5751;WFNAKBGANONZEQ-UHFFFAOYSA-N;CN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1;-2,879;3,55;300,83
C5752;GOLGILSVWFKZRQ-UHFFFAOYSA-N;Ic1ccc(c(c1)C(=O)O)N;-2,878;2,15;263,03
C5753;SOYVHSZVPQHVOP-UHFFFAOYSA-N;CC(C(=O)c1ccccc1)CN1CCCCC1;-2,877;2,93;231,33
C5754;QWDBCIAVABMJPP-UHFFFAOYSA-N;CC(OC(=O)c1ccccc1C(=O)OC(C)C)C;-2,877;2,82;250,29
C5755;IZNBPULXWXVBDC-UHFFFAOYSA-N;CNCC(COc1c(ccc(c1C(=O)OCC)C)C(C)C)O;-2,875;2,65;309,4
C5756;KXOZJFGEGGNJDX-UHFFFAOYSA-N;CCCCC1(CCCC)C(=O)NC(=O)NC1=O;-2,875;2,38;240,3
C5757;MGYKILFGZRQEFK-UHFFFAOYSA-N;COc1cccc(c1)N1CCN(CC1)CC(COc1cccc(c1)C(=O)C)O;-2,875;2,46;384,47
C5758;LUKBTGVFHUVGRT-UHFFFAOYSA-N;COc1ccccc1N1CCN(CC1)CC(COc1ccccc1C(=O)C)O;-2,875;2,46;384,47
C5759;DRPFIPXZBMWJTH-UHFFFAOYSA-N;COc1ccccc1N1CCN(CC1)CC(COc1cccc(c1)C(=O)C)O;-2,875;2,46;384,47
C5760;UVITTYOJFDLOGI-LICQEQMYSA-N;CCC(=O)OC1(C[C@H](C)N(C[C@H]1C)C)c1ccccc1;-2,873;3,13;275,39
C5761;PVRDHKBVCDWVPD-UHFFFAOYSA-N;CC(=O)OCCn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C;-2,873;0,81;328,32
C5762;JTLXCMOFVBXEKD-FOWTUZBSSA-N;OCC/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/SSCC1CCCO1;-2,873;3,72;398,54
C5763;OSTVGDOKQXQLMU-UHFFFAOYSA-M;CCCC1(OC(=O)[N-]C1=O)c1ccccc1.[Na+];-2,873;2,06;241,22
C5764;LBOKTHVXIPFAJO-UHFFFAOYSA-N;OC(=O)CCCCCCC1=CCCC1=O;-2,872;2,7;210,27
C5765;SSAQWXVJZDVART-UHFFFAOYSA-N;Oc1ccc(cc1)C(=O)c1cc(oc1C)C;-2,872;2,83;216,23
C5766;OSLFBSQMMORMEI-UHFFFAOYSA-N;COc1ccoc2c1c(=O)c1c(c2OCC(C[NH2+]C(C)C)O)oc(c1)C.[Cl-];-2,872;-1,48;397,85
C5767;KLJMYYFCWBVKEE-UHFFFAOYSA-N;CCCCOc1ccc(cc1)CC(=O)O;-2,871;2,49;208,25
C754;WYKYKTKDBLFHCY-UHFFFAOYSA-N;Nc1cnn(c(=O)c1Cl)c1ccccc1;-2,869;2,05;221,64
C755;JBIWCJUYHHGXTC-UZPHWJRLSA-N;CN([C@@H]1C(=C(C(=O)N)C(=O)[C@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C;-2,869;0,35;444,44
C5768;YAMYUNXLJMWLTK-UHFFFAOYSA-N;OS(=O)(=O)SCCNCCCCCOc1ccc2c(n1)cccc2;-2,869;4,38;370,49
C5769;HCCCKSXKQMGUDF-UHFFFAOYSA-N;OS(=O)(=O)SCCNCCCCCOc1nccc2c1cccc2;-2,869;4,38;370,49
C5770;HQSCPPCMBMFJJN-UHFFFAOYSA-N;N#Cc1ccc(cc1)Br;-2,869;2,32;182,02
C5771;AFMPMSCZPVNPEM-UHFFFAOYSA-N;N#Cc1ccccc1Br;-2,869;2,32;182,02
C5772;MMURVNDSFNJHAM-UHFFFAOYSA-N;NC(=N)c1ccc(cc1)C=Cc1ccc(cc1)C(=N)N;-2,868;4,03;264,33
C5773;MMURVNDSFNJHAM-OWOJBTEDSA-N;NC(=N)c1ccc(cc1)/C=C/c1ccc(cc1)C(=N)N;-2,868;4,03;264,33
C5774;YPRWUHITXSFUFV-UHFFFAOYSA-N;OC(C(Br)(Br)Br)NC(=O)C(F)(F)F;-2,867;2,21;393,78
C5775;AKBNYULNQSFESQ-UHFFFAOYSA-N;CCC1(CC)C(=O)NC(=O)N(C1=O)C(C)C;-2,866;1,55;226,27
C5776;KZPRCESDIPAEAE-OUKQBFOZSA-N;CC(=O)C(C(=O)C)/N=N/c1ccccc1;-2,866;2,32;204,23
C5777;YBKOBYPTHJKDFK-BUHFOSPRSA-N;CCOC(=O)C(C(=O)C)/N=N/c1ccccc1;-2,865;2,29;234,25
C5778;PBPCBTOCQIYTPL-UHFFFAOYSA-N;CCN(C(=O)c1nnn(c1C)c1ccccc1)CC;-2,865;2,06;258,32
C5779;XCYTWVOCYSIWKS-UHFFFAOYSA-N;ClCC[NH+](CCCl)CC[NH+](CCCl)CCCl.[Cl-].[Cl-];-2,864;-6,28;383,01
C5780;OMNXUSQATUXCBP-UHFFFAOYSA-N;OC(CNC(C)(C)C)COc1c2occc2c(c2c1oc(C)cc2=O)O.Cl;-2,864;3,87;397,85
C5781;KVCJCEKJKGLBOK-UHFFFAOYSA-N;COc1cc(cc(c1OCCN1CCOCC1)OC)C(=O)c1ccc(cc1)Cl;-2,863;3,24;405,87
C5782;DLGIIZAHQPTVCJ-UHFFFAOYSA-N;CN(C(Cc1ccccc1)C)Cc1ccco1;-2,863;3,34;229,32
C5783;WIFUNPSFTQIUIF-UHFFFAOYSA-N;CCCCOCCNc1ccccc1C(=O)N;-2,862;2,79;236,31
C756;STUSTWKEFDQFFZ-KPKJPENVSA-N;CN(/C=N/c1ccc(cc1C)Cl)C;-2,859;2,87;196,68
C757;NYPYHUZRZVSYKL-SSDOTTSWSA-N;OC(=O)[C@@H](Cc1cc(I)c(c(c1)I)O)N;-2,859;2,26;432,98
C758;IEDVJHCEMCRBQM-UHFFFAOYSA-N;COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC;-2,859;2,42;290,32
C759;ISMYLNZMKJLINI-UHFFFAOYSA-N;CCn1c2ncccc2n(c(=O)c2c1nccc2)CC;-2,859;2,35;268,31
C760;QBSJMKIUCUGGNG-UHFFFAOYSA-N;CNC(=O)Oc1ccccc1C(C)C;-2,859;2,92;193,24
C5784;ZPOLNCDBPYJDSE-ZDUSSCGKSA-N;ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)NC=O)CCCl;-2,859;2,74;333,21
C5785;JZHFCTMECLSJFP-UHFFFAOYSA-N;O=C(c1ccc(cc1)Cl)C=NN1CCCC1;-2,859;2,54;236,7
C5786;BWZPDRUAQQXBIL-UHFFFAOYSA-N;CCCCCCCCCCNCCSS(=O)(=O)O;-2,858;4,72;297,48
C5787;FQSUTLQHSDLLAN-UHFFFAOYSA-N;[O-][N+](=O)c1cnc(s1)NC(=O)NCC;-2,857;2,18;216,22
C5788;DBJNGORDTSVFFQ-LHPQOZGMSA-N;OC[C@H]1O[C@H](C(C1O)O)n1cnc2c1ncnc2SC.O;-2,857;-0,9;316,33
C5789;QUMOGDHLKCDWQZ-UHFFFAOYSA-N;CCC(C(=O)NC(C(Cl)(Cl)Cl)O)C(C)C;-2,857;2,86;276,59
C5790;ZJVKLBBPLUXEAC-UHFFFAOYSA-N;O=C(C(c1ccccc1)(c1ccccc1)O)OCCN1CCCCC1.Cl;-2,857;3,69;375,89
C5791;WROUIBGUWODUPA-UHFFFAOYSA-N;CCCC[NH2+]CC(=O)Nc1c(C)cccc1Cl.[Cl-];-2,855;-0,97;291,22
C5792;DJIIKEYPSTUVKV-UHFFFAOYSA-N;NC(=O)C(c1cccc2c1cccc2)Cc1ccco1;-2,855;3,94;265,31
C5793;FPHLBGOJWPEVME-UHFFFAOYSA-N;CC(=C)CNc1ccc(cc1)C(C(=O)O)C;-2,854;2,94;219,28
C5794;GTEXBOVBADJOQH-FWEMWIAWSA-N;COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2;-2,853;2,27;274,27
C5795;TWUSOZWGHHLYHF-UHFFFAOYSA-N;OC(CN1CCC(CC1)(O)c1ccccc1)COc1cccc(c1)C(=O)C;-2,853;2,55;369,45
C5796;FEJIIZAOQRTGPC-UHFFFAOYSA-N;O=C1NCNC1(c1ccccc1)c1ccccc1;-2,852;2,26;238,28
C5797;GLKVEFVFCAAAQK-UHFFFAOYSA-N;CCCC([NH+](CC)CC)CCC.[Cl-];-2,852;-1,12;207,78
C5798;CBEPLVOEOHUBOH-UHFFFAOYSA-N;CCC(=O)c1ccc(cc1)OCC(CNCCc1ccccc1)O;-2,851;3,24;327,42
C5799;KNVIWKFOCCEBOC-UHFFFAOYSA-N;CN1CCN(CC1)CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1;-2,85;1,83;364,44
C5800;XDDCZCNSNJJQDF-UHFFFAOYSA-N;C=CCn1c(C)c(Br)c(=O)n(c1=O)c1ccccc1;-2,85;2,26;321,17
C761;FCJSHPDYVMKCHI-UHFFFAOYSA-N;O=C(c1ccccc1)Oc1ccccc1;-2,849;2,91;198,22
C762;QPPBRPIAZZHUNT-UHFFFAOYSA-N;Nc1ccc(cc1)S(=O)(=O)Nc1nccc(n1)C;-2,849;2,9;264,3
C763;ISAOCJYIOMOJEB-ZDUSSCGKSA-N;O[C@H](C(=O)c1ccccc1)c1ccccc1;-2,849;2,6;212,24
C5801;RRJQTGHQFYTZOW-ILWKUFEGSA-N;COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CC=C1OC(=O)C)C;-2,849;2,36;341,4
C5802;LGCMKPRGGJRYGM-UHFFFAOYSA-N;Oc1ccc(cc1)NC(=O)c1ccccc1O;-2,849;2,42;229,23
C5803;PXDGUZYTZGUSLZ-UHFFFAOYSA-N;CCC(=O)N1CCN(CC1)CC=Cc1ccccc1;-2,848;2,13;258,36
C5804;DRCWKSLSPAENOZ-UHFFFAOYSA-N;FC(Oc1cccc(c1)NC(=O)c1ccncc1)F.Cl;-2,848;3,81;300,69
C5805;FNUKUPRWKAMWNL-UHFFFAOYSA-N;FC(Oc1cccc(c1)NC(=O)c1cccnc1)F.Cl;-2,848;3,81;300,69
